geom,identyfikator,województwo,powiat,gmina,obręb,numer,data_dodania,cena,przeznaczenie,Link do oferty,Komentarz,Powierzchnia,Link do zdjęcia,Location,,working links
0103000020110F00000100000011000000839D6DF818004141ADDF62A7A6445B410C8FBB1E28004141420AEFFFB6445B417438278838004141D8C43CDBC8445B414C8D62BE120041414460A947D2445B41A31C9FEE2700414196CF4493E9445B415A9829284E004141755E70C313455B41EC9F165049004141849D577F17455B41503087FF3C0041419E7FC41F1E455B41C451E57A2E00414108FE736122455B4171EDC5650D004141CCE2B880FE445B419316C13DBBFF4041C3138029A5445B41A0A6279E9FFF40414E2183B2AA445B41FC00C0449AFF40417F18C4F2A3445B41D1FDAD78FCFF40415034940287445B4121EDA6F709004141A77D513896445B410E26D7120F004141FE5974F99B445B41839D6DF818004141ADDF62A7A6445B41,281508_5.0011.607/3,warmińsko-mazurskie,ostródzki,Morąg,Kretowiny,607/3,2024/08/14,2150000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3693075447671865/?sale_post_id=3693075447671865,,,,"53.884577,20.016507",,yes
0103000020110F00000100000005000000C70E064B53CF4341CF53584E85565A4142725A1B4ECF4341BB4F5BEC7B565A41B9FE9D0A58CF4341AD04BA287A565A4199D884475FCF43410C59700884565A41C70E064B53CF4341CF53584E85565A41,200507_4.0005.2418/1,podlaskie,hajnowski,Kleszczele,Kleszczele,2418/1,2024/08/14,,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3693065801006163/,,,,"52.572535,23.324967",,yes
0103000020110F00000100000009000000C4A2A24F2CCF434150D3D3998D565A418C1B6F332BCF43415AC50B2E8A565A41C70E064B53CF4341CF53584E85565A4199D884475FCF43410C59700884565A41B844FB5062CF4341C9E3365C89565A415721B8DF5CCF43416E8EB62E8A565A41075BB92255CF4341FFFFD2A388565A41D3680CDD3FCF4341BA0031398B565A41C4A2A24F2CCF434150D3D3998D565A41,200507_4.0005.2416/1,podlaskie,hajnowski,Kleszczele,Kleszczele,2416/1,2024/08/14,,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3693065801006163/,,,,"52.572736,23.324719",,yes
0103000020110F00000100000008000000F06CA0F799B8404105F5FB41234E5A41E1F288239FB840417B8914E1204E5A415637AFBEA3B840418E94A3B61E4E5A41474483D0A5B84041E25DB6BB1D4E5A41FE933CB6A1B84041BE83D299264E5A417F56C7DF9DB840418AA43C29284E5A414777ED3697B840416EAD1887244E5A41F06CA0F799B8404105F5FB41234E5A41,146201_1.0012.1008,mazowieckie,Płock,Płock (miasto),Radziwie,1008,2024/08/14,,rekreacyjna,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3693995330913210/?sale_post_id=3693995330913210,,,,"52.525786,19.688179",,yes
0103000020110F000001000000080000006CA661C0C4B840418A06D104384E5A41207A2572A9B840412D9DB572234E5A41FE933CB6A1B84041BE83D299264E5A41474483D0A5B84041E25DB6BB1D4E5A413E6C0A36ACB84041FD9DABED204E5A4147ADA144B7B840418865481F1A4E5A4187B9FB35D4B840410816EC45314E5A416CA661C0C4B840418A06D104384E5A41,146201_1.0012.151,mazowieckie,Płock,Płock (miasto),Radziwie,151,2024/08/14,,rekreacyjna,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3693995330913210/?sale_post_id=3693995330913210,,,,"52.525901,19.688710",,yes
0103000020110F000001000000060000005B727F0422013C41ED378C908E2D5B41A72372851D013C411D0420D58E2D5B4136AAC130F1003C41808E597F872D5B41594CAE701D013C4102A346C5762D5B4166BC720448013C419FA44A147E2D5B415B727F0422013C41ED378C908E2D5B41,321502_5.0040.46/15,zachodniopomorskie,szczecinecki,Barwice,Nowy Chwalim,46/15,2024/08/14,68000,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3692531661059577/,,,,"53.758190,16.486722",,yes
0103000020110F00000100000006000000074255FF033A404170BB1471E3DB5941F34BB0EEFF39404171C8435DF5DB5941A79D6030E3394041A065C05CF3DB5941CF834D8DE339404193F98F77F1DB5941C8AC9BB6E63940416E52E0EDE0DB5941074255FF033A404170BB1471E3DB5941,101101_2.0004.418/15,łódzkie,poddębicki,Dalików,Dalików,418/15,2024/08/14,,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3694073954238681/?sale_post_id=3694073954238681,,,,"51.881889,19.105576",,yes
0103000020110F00000100000006000000FA1947DF4D1F3D4169CE410E42BF5B41E99E245A441F3D415D4B55414EBF5B41AE41A5B6141F3D418C2C8B954CBF5B4188AF346D181F3D415FDFE0E745BF5B415A1B088E1B1F3D41878B504A40BF5B41FA1947DF4D1F3D4169CE410E42BF5B41,221208_2.0031.424/34,pomorskie,słupski,Słupsk,Wiklino,424/34,2024/08/14,59000,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3693859047593505/?sale_post_id=3693859047593505,,,,"54.543438,17.144603",,yes
0103000020110F000001000000050000001E369CAE40353A4105F16FF1616A5A41A6606C8835353A41D9A71B766B6A5A41206EE8ED06353A41CB4B5E0A686A5A416844E80F12353A41FEECA7845E6A5A411E369CAE40353A4105F16FF1616A5A41,080305_5.0001.358/102,lubuskie,międzyrzecki,Skwierzyna,Gościnowo,358/102,2024/08/14,59000,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3693792234266853/?sale_post_id=3693792234266853,,,,"52.683641,15.428925",,yes
0103000020110F0000010000000A000000C7A0B18E5DFC4241B9F2B9CBD66E58410EF402516FFC4241FFE6A9FBCF6E58418BF27D3F84FC4241423ED178CA6E5841BEE8CC9D9AFC4241290E41BBC66E58413838A247B4FC424152EACE89BC6E584136854FAFCEFC424164F6D8B5B86E58413806CF97E0FC424101D41B27BD6E58414061DAC071FC424127AF1C4BE56E584180D8BBA15FFC424168D5067AD86E5841C7A0B18E5DFC4241B9F2B9CBD66E5841,181302_5.0008.140,podkarpackie,przemyski,Dubiecko,Piątkowa,140,2024/08/14,120000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3693756567603753/?sale_post_id=3693756567603753,,,,"49.760605,22.355709",,yes
0103000020110F00000100000005000000B424420A15BE4141AA2BF8CBC367584131D40CBD07BE41414E8369B7C967584115A13779F5BD4141D856E818BD675841722B63BFFFBD41411F69DE16B5675841B424420A15BE4141AA2BF8CBC3675841,121006_2.0006.427/33,małopolskie,nowosądecki,Korzenna,Lipnica Wielka,427/33,2024/08/14,,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3693908267588583/?sale_post_id=3693908267588583,,,,"49.718663,20.890440",,yes
0103000020110F00000100000007000000643A71B422BE4141F6A5FAB6BD675841B424420A15BE4141AA2BF8CBC3675841722B63BFFFBD41411F69DE16B567584177AE9F3407BE4141BD921547AF675841FCA9100409BE4141EF33C5DEAD675841974DF2891ABE41419B90A228B8675841643A71B422BE4141F6A5FAB6BD675841,121006_2.0006.427/34,małopolskie,nowosądecki,Korzenna,Lipnica Wielka,427/34,2024/08/14,,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3693908267588583/?sale_post_id=3693908267588583,,,,"49.718511,20.890657",,yes
0103000020110F00000100000006000000E79A6F33D6BF4141AA0926AAB7435B41E9769111D4BF41413F889B6BBA435B41A989F250ADBF4141B209381FB3435B41B61EEB0CB6BF41414857BB78A7435B41FC4A6446BABF41413CE71E1CA7435B41E79A6F33D6BF4141AA0926AAB7435B41,281402_5.0013.93/10,warmińsko-mazurskie,olsztyński,Biskupiec,Najdymowo,93/10,2024/08/14,89000,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3693494077630002/?sale_post_id=3693494077630002,,,,"53.878645,20.898410",,yes
0103000020110F000001000000060000004B349DD9DBC04141051EF5768B0C5A4106568771E5C0414160AD6D92940C5A41E0593C0008C1414155090A538B0C5A416F983C5205C1414162DC30CE880C5A41774F1D35FEC0414179964821820C5A414B349DD9DBC04141051EF5768B0C5A41,142106_2.0010.273,mazowieckie,pruszkowski,Raszyn,Nowe Grocholice,273,2024/08/14,688000,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3694629364183140/,,,,"52.157138,20.903898",,yes
0103000020110F00000100000005000000C5B5FBD7A6FD4141FC6284E9E2A05941921A37B798FD41410A82664BD3A05941391F64E8A9FD414182AD5269CFA05941C319B8F6B7FD4141CA10910BDFA05941C5B5FBD7A6FD4141FC6284E9E2A05941,142505_2.0002.AR_1.255/5,mazowieckie,radomski,Jedlińsk,Bierwiecka Wola,255/5,2024/08/14,,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3694593990853344/?sale_post_id=3694593990853344,,,,"51.545216,21.183143",,yes
0103000020110F000001000000070000007BCDBC17B5FD4141E4BD4D9FF2A0594164D092BAB2FD414197BE030DF0A05941C5B5FBD7A6FD4141FC6284E9E2A05941C319B8F6B7FD4141CA10910BDFA05941E9C4EDC4C4FD4141DB24F84AEDA0594181C88913C6FD4141E4D024B9EEA059417BCDBC17B5FD4141E4BD4D9FF2A05941,142505_2.0002.AR_1.255/4,mazowieckie,radomski,Jedlińsk,Bierwiecka Wola,255/4,2024/08/14,,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3694593990853344/?sale_post_id=3694593990853344,,,,"51.545566,21.183397",,yes
0103000020110F0000010000000500000032FFEED7D8FD414189D0534503A15941AF087707DAFD41414068B8E01AA159417BCDBC17B5FD4141E4BD4D9FF2A0594181C88913C6FD4141E4D024B9EEA0594132FFEED7D8FD414189D0534503A15941,142505_2.0002.AR_1.255/3,mazowieckie,radomski,Jedlińsk,Bierwiecka Wola,255/3,2024/08/14,,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3694593990853344/?sale_post_id=3694593990853344,,,,"51.546096,21.183766",,yes
0103000020110F000001000000070000007F8389E00F8F4041D68C43B03D0559415C5132FB248F4041067F4A809A05594156E4D6EA398F4041709B7407F60559413B93728A338F40417806C701F60559416103DE221F8F404117C005F19B05594187E39D9A098F4041C150DA433E0559417F8389E00F8F4041D68C43B03D055941,240903_2.0013.700,śląskie,myszkowski,Niegowa,Niegowa,700,2024/08/14,,rolna,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3694437297535680/,,,,"50.648409,19.497353",,yes
0103000020110F000001000000090000003E501FC2158F40414D1DC8263D055941D9148CC52A8F40412F21BB1299055941E5F48607378F4041FEA74399CF055941A5C715A93C8F4041AE58B119E7055941716EDF0C408F404138F2C80FF605594156E4D6EA398F4041709B7407F60559415C5132FB248F4041067F4A809A0559417F8389E00F8F4041D68C43B03D0559413E501FC2158F40414D1DC8263D055941,240903_2.0013.701,śląskie,myszkowski,Niegowa,Niegowa,701,2024/08/14,,rolna,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3694437297535680/,,,,"50.648406,19.497464",,yes
0103000020110F000001000000050000008189FCA5FD8E4041BA6A12860905594165ED58A5E38E40412B807EBD930459410B48465CEF8E404176F4B5AC920459410BD456100E8F404142A4E7441A0559418189FCA5FD8E4041BA6A128609055941,240903_2.0013.850/2,śląskie,myszkowski,Niegowa,Niegowa,850/2,2024/08/14,,rolna,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3694437297535680/,,,,"50.643883,19.496603",,yes
0103000020110F000001000000060000006B473BE170904041B7D12EB213065941B663CAE86790404192B9FFB400065941D09DDF5F68904041AD4DD9B90006594148993B436F904041FA4A29860106594118F0C087779040410E38FF10140659416B473BE170904041B7D12EB213065941,240903_2.0013.1105/2,śląskie,myszkowski,Niegowa,Niegowa,1105/2,2024/08/14,,rolna,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3694437297535680/,,,,"50.650972,19.503356",,yes
0103000020110F000001000000070000002BACF6B78A904041A2D80B9F75035941FEFA5C548A9040418E6E8AD77103594199AED6C7DE904041B0AFFC9C6F035941DBDC5FDDEC914041FC5E61CF680359419D357732ED914041A018DCEB6C035941197A702EDC9040415C96CCA0730359412BACF6B78A904041A2D80B9F75035941,240903_2.0013.1951,śląskie,myszkowski,Niegowa,Niegowa,1951,2024/08/14,,rolna,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3694437297535680/,,,,"50.635770,19.507058",,yes
0103000020110F00000100000007000000DBDC5FDDEC914041FC5E61CF6803594199AED6C7DE904041B0AFFC9C6F035941FEFA5C548A9040418E6E8AD77103594152771FF2899040413F47DDFF6D035941E388FA2DE1904041E5F473E66B035941CC626386EC9140418B9CEC1865035941DBDC5FDDEC914041FC5E61CF68035941,240903_2.0013.1952,śląskie,myszkowski,Niegowa,Niegowa,1952,2024/08/14,,rolna,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3694437297535680/,,,,"50.635683,19.507007",,yes
0103000020110F00000100000005000000CDF33186C9034141A6B6B38D00F1594150CF2DAADC034141116D11E102F15941879770FBD20341410DB85B5016F15941DB2BCAE6BF0341414F60D6DC13F15941CDF33186C9034141A6B6B38D00F15941,100508_2.0014.1177/8,łódzkie,łowicki,Łyszkowice,Stachlew,1177/8,2024/08/23,,,https://www.facebook.com/share/p/8knnf56zhw9SuVfP/,,,,"52.001679,20.033979",,yes
0103000020110F000001000000070000000D6430D451D342410BA4AB28AD4A5841E1AEF33240D342419E984FEDA74A584111086BFE3DD3424110DAD9C2A54A58410466195E4DD342419CA1D0FB984A58417277C18B65D3424147B2F30CA04A5841640D357D55D34241CE806B1FAD4A58410D6430D451D342410BA4AB28AD4A5841,181705_2.0019.41/3,podkarpackie,sanocki,Sanok,Płowce,41/3,2024/08/15,160000,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3698012087178201/?sale_post_id=3698012087178201,,,,"49.545220,22.165842",,yes
0103000020110F000001000000070000007540C57351D34241C35AC967B04A5841531F2FC541D342419B13862BBD4A5841E169C8062AD342418C8D073CB64A5841C2E96C5039D34241EE2C84A6A94A58412A911D423ED34241CD57C197A94A5841208074CF4FD3424136225CCCAE4A58417540C57351D34241C35AC967B04A5841,181705_2.0019.41/6,podkarpackie,sanocki,Sanok,Płowce,41/6,2024/08/15,160000,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3698012087178201/?sale_post_id=3698012087178201,,,,"49.545586,22.165503",,yes
0103000020110F000001000000080000008BC3953728D342413CE18A1DCA4A58414161BDA823D34241F90CE8F8CA4A584116FAEB6BFED24241096F6E7BBF4A584127A0A49906D342413EFBD3D0B84A58418A1D644812D34241BF56894BAF4A5841E169C8062AD342418C8D073CB64A584177D280F417D3424166A1B417C54A58418BC3953728D342413CE18A1DCA4A5841,181705_2.0019.41/8,podkarpackie,sanocki,Sanok,Płowce,41/8,2024/08/15,160000,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3698012087178201/?sale_post_id=3698012087178201,,,,"49.545793,22.164760",,yes
0103000020110F0000010000000700000090B6500A34D3424109D509E4C74A58418BC3953728D342413CE18A1DCA4A584177D280F417D3424166A1B417C54A5841E169C8062AD342418C8D073CB64A5841531F2FC541D342419B13862BBD4A58412B987D7338D34241D0F16AC2C44A584190B6500A34D3424109D509E4C74A5841,181705_2.0019.41/9,podkarpackie,sanocki,Sanok,Płowce,41/9,2024/08/15,160000,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3698012087178201/?sale_post_id=3698012087178201,,,,"49.545903,22.165185",,yes
0103000020110F0000010000000500000016FAEB6BFED24241096F6E7BBF4A58414161BDA823D34241F90CE8F8CA4A58413E19E7ECE0D242412A770684D74A5841419B1DEAE9D24241D0B5F22FD04A584116FAEB6BFED24241096F6E7BBF4A5841,181705_2.0019.41/10,podkarpackie,sanocki,Sanok,Płowce,41/10,2024/08/15,199000,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3698012087178201/?sale_post_id=3698012087178201,,,,"49.546155,22.164404",,yes
0103000020110F00000100000007000000D80DF40C0437434132269C1D243158410F8C33941C374341FE7862271C315841F1F0F5D32737434131D364A6253158419D484A47193743412ACF020E283158419FB3C6E90F374341761997CF2931584196D697B50B3743416BEF8B112A315841D80DF40C0437434132269C1D24315841,180108_5.0008.273/1,podkarpackie,bieszczadzki,Ustrzyki Dolne,Hoszowczyk,273/1,2024/08/15,,budowlane,https://www.facebook.com/share/p/srZNV3uNLz2dBhRb/,,,,"49.392796,22.624717",,yes
0103000020110F000001000000060000000F8C33941C374341FE7862271C3158412FFA17AC2C374341447BECEE1631584109EB4D2738374341625CDA942031584134ED2E833A374341367C638F22315841F1F0F5D32737434131D364A6253158410F8C33941C374341FE7862271C315841,180108_5.0008.273/2,podkarpackie,bieszczadzki,Ustrzyki Dolne,Hoszowczyk,273/2,2024/08/15,,budowlane,https://www.facebook.com/share/p/srZNV3uNLz2dBhRb/,,,,"49.392678,22.625099",,yes
0103000020110F000001000000070000002FFA17AC2C374341447BECEE163158418126AC3937374341C9FFF88113315841CA63DBFC393743418690329C123158413F1FCD2747374341AC6A0F461C31584145C338793E374341B01B567C1F31584109EB4D2738374341625CDA94203158412FFA17AC2C374341447BECEE16315841,180108_5.0008.273/3,podkarpackie,bieszczadzki,Ustrzyki Dolne,Hoszowczyk,273/3,2024/08/15,,budowlane,https://www.facebook.com/share/p/srZNV3uNLz2dBhRb/,,,,"49.392549,22.625353",,yes
0103000020110F00000100000006000000A6264E4D3E3743412B312736113158416DEBC46348374341F9BF83ED0D315841267C84F9543743411C92B22B173158413F1FCD2747374341AC6A0F461C315841CA63DBFC393743418690329C12315841A6264E4D3E3743412B31273611315841,180108_5.0008.273/4,podkarpackie,bieszczadzki,Ustrzyki Dolne,Hoszowczyk,273/4,2024/08/15,,budowlane,https://www.facebook.com/share/p/srZNV3uNLz2dBhRb/,,,,"49.392450,22.625609",,yes
0103000020110F00000100000006000000B2946D215E37434109823FC913315841267C84F9543743411C92B22B173158416DEBC46348374341F9BF83ED0D315841762431AD5F374341C5D7B95A06315841A83170665E374341B01215CC10315841B2946D215E37434109823FC913315841,180108_5.0008.273/5,podkarpackie,bieszczadzki,Ustrzyki Dolne,Hoszowczyk,273/5,2024/08/15,,budowlane,https://www.facebook.com/share/p/srZNV3uNLz2dBhRb/,,,,"49.392297,22.625865",,yes
0103000020110F000001000000060000002FA9F7EC92004141D308C597CA435B41B13EBDCC53004141AFB518CFD2435B41D6E713794D004141084351C2C9435B41C96823CC4F0041416097D112C0435B41876E216B920041412F32D489BB435B412FA9F7EC92004141D308C597CA435B41,281508_5.0029.51/1,warmińsko-mazurskie,ostródzki,Morąg,Żabi Róg,51/1,2024/08/15,250000,,https://www.facebook.com/share/p/EQ7KHA8MzjBeJc6C/,,,,"53.879086,20.018485",,yes
0103000020110F000001000000060000003A304A9CF2EF41411E9C983949095B419657AADCF1EF4141D78FD06F5A095B41167F68F8D9EF4141E7D79A2A5A095B41C886B734CFEF4141214D040E4A095B41742A95FBD0EF4141BE6E4ED848095B413A304A9CF2EF41411E9C983949095B41,281706_2.0017.135/1,warmińsko-mazurskie,szczycieński,Szczytno,Olszyny,135/1,2024/08/17,,budowlana,https://www.facebook.com/share/p/gkojiFdKCqhj81nn/,,,,"53.560884,21.119805",,yes
0103000020110F000001000000050000003A304A9CF2EF41411E9C983949095B41C167AA4809F04141B440D17B49095B41AE7E168908F041415A91F5B05A095B419657AADCF1EF4141D78FD06F5A095B413A304A9CF2EF41411E9C983949095B41,281706_2.0017.135/2,warmińsko-mazurskie,szczycieński,Szczytno,Olszyny,135/2,2024/08/17,,budowlana,https://www.facebook.com/share/p/gkojiFdKCqhj81nn/,,,,"53.560909,21.120285",,yes
0103000020110F00000100000005000000C167AA4809F04141B440D17B49095B4152000BF51FF0414158A305BE49095B41380583351FF04141DE5016F25A095B41AE7E168908F041415A91F5B05A095B41C167AA4809F04141B440D17B49095B41,281706_2.0017.135/3,warmińsko-mazurskie,szczycieński,Szczytno,Olszyny,135/3,2024/08/17,,budowlana,https://www.facebook.com/share/p/gkojiFdKCqhj81nn/,,,,"53.560910,21.120690",,yes
0103000020110F0000010000000600000052000BF51FF0414158A305BE49095B4137BCBB1333F041411F5A35F649095B414EF68A5639F04141D21D723C4D095B41DD84D5B838F04141E148333B5B095B41380583351FF04141DE5016F25A095B4152000BF51FF0414158A305BE49095B41,281706_2.0017.135/4,warmińsko-mazurskie,szczycieński,Szczytno,Olszyny,135/4,2024/08/17,,budowlana,https://www.facebook.com/share/p/gkojiFdKCqhj81nn/,,,,"53.560918,21.121117",,yes
0103000020110F00000100000007000000239CE0F32BF04141B55E75DF35095B412B1BCE553AF0414175F0B44236095B410D694ABA39F04141F225464D44095B41A03CCB3133F04141A313816F47095B41522E056D25F04141DB8E654747095B41D835AD3226F0414123F5C1B735095B41239CE0F32BF04141B55E75DF35095B41,281706_2.0017.135/7,warmińsko-mazurskie,szczycieński,Szczytno,Olszyny,135/7,2024/08/17,,budowlana,https://www.facebook.com/share/p/gkojiFdKCqhj81nn/,,,,"53.560488,21.121181",,yes
0103000020110F000001000000050000009494650D12F04141082EB82B35095B41D835AD3226F0414123F5C1B735095B41522E056D25F04141DB8E654747095B41924FD14511F04141BB71310C47095B419494650D12F04141082EB82B35095B41,281706_2.0017.135/8,warmińsko-mazurskie,szczycieński,Szczytno,Olszyny,135/8,2024/08/17,,budowlana,https://www.facebook.com/share/p/gkojiFdKCqhj81nn/,,,,"53.560488,21.120825",,yes
0103000020110F000001000000050000007CEDDCC7FDEF4141F409B29F34095B419494650D12F04141082EB82B35095B41924FD14511F04141BB71310C47095B413CDA5CFEFCEF414105DF14D246095B417CEDDCC7FDEF4141F409B29F34095B41,281706_2.0017.135/9,warmińsko-mazurskie,szczycieński,Szczytno,Olszyny,135/9,2024/08/17,,budowlana,https://www.facebook.com/share/p/gkojiFdKCqhj81nn/,,,,"53.560475,21.120460",,yes
0103000020110F000001000000050000007CEDDCC7FDEF4141F409B29F34095B413CDA5CFEFCEF414105DF14D246095B41D0666BF7E8EF4141710AD39646095B412AEDFFC4E9EF41413A03AE1434095B417CEDDCC7FDEF4141F409B29F34095B41,281706_2.0017.135/10,warmińsko-mazurskie,szczycieński,Szczytno,Olszyny,135/10,2024/08/17,,budowlana,https://www.facebook.com/share/p/gkojiFdKCqhj81nn/,,,,"53.560473,21.120101",,yes
0103000020110F000001000000070000007A8776A7A19A43415FB8D3D0259F5A4140B6A8379E99434138651754749F5A413BD167FC2D994341EA14AC47959F5A41DE2BEF8449994341640A2FE6A69F5A41644DE29E4F994341B6EAF7CAAA9F5A41A216447CB59A4341796D9D053D9F5A417A8776A7A19A43415FB8D3D0259F5A41,200205_2.0008.358,podlaskie,białostocki,Juchnowiec Kościelny,Hołówki Duże,358,2024/08/20,1999000,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3703294543316622/,,,,"52.978283,23.079427",,yes
0103000020110F00000100000006000000910FA05AEFA3434149F8B4598C1F594141A895FDC4A443415D8775EACE1F59416E07DE16AFA443412C1A97E3D81F59413540FD46F0A343410699E26F9D1F594179F68296EFA34341A25D30D3901F5941910FA05AEFA3434149F8B4598C1F5941,062007_2.0022.AR_1.64/4,lubelskie,zamojski,Nielisz,Złojec,64/4,2024/08/20,86960,rolna,https://www.facebook.com/share/p/sRqYDXT6wda8HShr/,,,,"50.800414,23.127181",,yes
0103000020110F00000100000005000000BC58A6EC52B742418E0477CD97625A41A14C939A4FB7424178F17A8F93625A410C8A9E2DCFB94241A1597D0F0A625A418F55E854CDB94241D67671260E625A41BC58A6EC52B742418E0477CD97625A41,141605_2.0018.286,mazowieckie,ostrowski,Małkinia Górna,Poniatowo,286,2024/08/23,40000,budowlano-leśna,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3709222696057140/?sale_post_id=3709222696057140,,,,"52.638636,22.042505",,yes
0103000020110F00000100000007000000E79EF465E2EE41410FA931B7AD415A41CE6336F062EF414177D0CDE7B2415A416BD70E2B63EF41419A050A57A4415A4125341DE01FEF41412A7EC67AA1415A419FA524E81AEF414183BB6C8AA3415A41E4CD7A21EAEE414172F77F49AA415A41E79EF465E2EE41410FA931B7AD415A41,143409_5.0002.209,mazowieckie,wołomiński,Radzymin,Borki,209,2024/08/26,529000,leśna,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3695307517448658/?sale_post_id=3695307517448658,,,,"52.455920,21.116572",,yes
0103000020110F0000010000000700000030F6320B19EF41419A4D98ABA1415A41D81387171AEF41417C70643CA1415A41047843755DEE41415E76893799415A411D68AD204EEE41410AE471B9A7415A410A00F4BADCEE4141A842927CAD415A4177381F1FE8EE4141A8097970A8415A4130F6320B19EF41419A4D98ABA1415A41,143409_5.0002.217,mazowieckie,wołomiński,Radzymin,Borki,217,2024/08/26,,leśna,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3695307517448658/?sale_post_id=3695307517448658,,,,"52.455770,21.114124",,yes
0103000020110F000001000000050000000A00F4BADCEE4141A842927CAD415A411D68AD204EEE41410AE471B9A7415A419A764D752FEE414115A466BEC4415A41277C8FD974EE41418694348BDB415A410A00F4BADCEE4141A842927CAD415A41,143409_5.0002.216,mazowieckie,wołomiński,Radzymin,Borki,216,2024/08/26,,leśna,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3695307517448658/?sale_post_id=3695307517448658,,,,"52.456331,21.113333",,yes
0103000020110F0000010000000C0000004E3DA86678EE4141D01D34B6DC415A41B52A45DFCBEE4141BB3D04F4F8415A41FE111CD3E7EE4141C022EC8EED415A4199B64CE70EEF4141BE191FA2DD415A415660040B23EF41410582FD6CD5415A41E7F53D1438EF41414E9618DBCC415A419C6D12F343EF41412367D303C8415A41952450B74FEF414157228338C3415A41520D14C062EF4141E32EF175BB415A41CE6336F062EF414177D0CDE7B2415A41E79EF465E2EE41410FA931B7AD415A414E3DA86678EE4141D01D34B6DC415A41,143409_5.0002.208,mazowieckie,wołomiński,Radzymin,Borki,208,2024/08/26,,leśna,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3695307517448658/?sale_post_id=3695307517448658,,,,"52.456706,21.115345",,yes
0103000020110F00000100000007000000F1AFFE099D8E4241A8FBE9E9E4055941E415CF33898E424111985834DC05594149551DD0768E42415BAF5022D4055941885FA661878E4241CDA3F400CF05594111F39073AB8E424188AD2A6DDE055941B4BA812C9F8E424117E958F6E3055941F1AFFE099D8E4241A8FBE9E9E4055941,182002_2.0002.2172,podkarpackie,tarnobrzeski,Gorzyce,Gorzyce,2172,2024/08/26,165000,budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3713996398913103/?sale_post_id=3713996398913103,,,,"50.649864,21.849645",,yes
0103000020110F00000100000006000000083E47FF2A5B3B4172A23620A6845B41E4185088EF593B41F53DC8B1B3845B417F27A7BFEA593B412A972AEFA5845B417B3683F9415A3B41F827FA2EA2845B4176E10967235B3B4195411E7F98845B41083E47FF2A5B3B4172A23620A6845B41,320901_2.0018.40/1,zachodniopomorskie,koszaliński,Będzino,Mścice,40/1,2024/08/26,,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3713974582248618/?sale_post_id=3713974582248618,,,,"54.229390,16.103650",,yes
0103000020110F00000100000007000000F57F7E14E1593B4112A8EE878B845B4180604DA0185A3B41E44EF09B87845B41C696D8B82E5A3B41DA9FFD0B86845B415ABDF6F63F5A3B41D0EE733E9F845B417B3683F9415A3B41F827FA2EA2845B417F27A7BFEA593B412A972AEFA5845B41F57F7E14E1593B4112A8EE878B845B41,320901_2.0018.40/4,zachodniopomorskie,koszaliński,Będzino,Mścice,40/4,2024/08/26,,,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3713974582248618/?sale_post_id=3713974582248618,,,,"54.229064,16.102550",,yes
